tour_id,title,rating,n_reviews,duration,is_pickup_offered,is_risk_free_cancellation,overview,starting_price_usd,duration_type
188,"Private Tour Muir Woods and Sausalito",5.0,1,4.0,1,1,"his Tour will take you across the Golden Gate Bridge, walk among old growth coast redwoods of the famous Muir Woods National Monument Park. You will discover some of the most beautiful house boats in the world, where a hippie community took residence in the 70's and admire the beautiful seaside Mediterranean style City of Sausalito. The transportation will be in a luxury brand new Porsche Macan with only 4 passenger total and your guide. You will have a particular attention from your tour guide during all your trip.",555.87,"More than 4 hours"
189,"Private Wine Tour Napa or Sonoma from $99 per person up to 7 & Concierge Service",NULL,0,6.0,1,1,"Wine country tours stars in your hotel or residence in Napa,Sonoma or East Bay. San Francisco area and airport pick-ups are extra. Drivers gratuity of 20 % will be charged to the full amount of the excursion. We can help you with your itinerary once you'll book your reservation. All of our drivers are experienced and familiar with the wine country and can make recommendations on the day of the service. Wineries tasting fees are not included.",516.80,"More than 4 hours"
190,"8 Hour Napa and Sonoma Valley tour",NULL,0,8.0,1,1,"Be whisked away by private vehicle to the Napa and Sonoma valleys on a personalized, 8-hour wine tour. You'll benefit from an itinerary, which makes for an unforgettable excursion in this premier wine region of Northern California, located just 45 miles north of San Francisco. Pricing is per group, based on a maximum of six people; wine tasting fees not included.",709.92,"More than 4 hours"
191,"Muir Woods, Sausalito and San Francisco City Combo Private Tour",NULL,0,6.0,1,0,"Enjoy your combo City and Muir Woods Tour with Beautiful Town of Sausalito in comfortable luxury sedan with chauffeur guide making live commentary while take you  to World Famous Muir Woods National Monument to see coastal redwood trees also known as seqoias and enjoy the serenity of Mother Nature and feel a spirit of John Muir famous Scottish Naturalist and Tree Hugger.Many hiking trails awaiting of you.Also you can enjoy a cup of coffee wit fresh pastry in local cafeteria and also buy some souvenirs. After Muir Woods we go to town of Sausalito known for small boutique shops,art galleries and great restaurants.After Sausalito we go back to San Francisco and we stop at Golden Gate Bridge for Photos.And we start our City Tour visiting famous landmarks such as:Palace of Fine Arts,Presidio,Ms Doubtfire House,Lombard Street,Fisherman Wharf,Embarcadero,Golden Gate Park,Lands End,Ocean Beach,Twin Picks,Haight and Ashbury,Mission,Castro and Painted Lades.",1044.00,"More than 4 hours"
192,"Private Tour Muir Woods and Sausalito",5.0,1,4.0,1,1,"his Tour will take you across the Golden Gate Bridge, walk among old growth coast redwoods of the famous Muir Woods National Monument Park. You will discover some of the most beautiful house boats in the world, where a hippie community took residence in the 70's and admire the beautiful seaside Mediterranean style City of Sausalito. The transportation will be in a luxury brand new Porsche Macan with only 4 passenger total and your guide. You will have a particular attention from your tour guide during all your trip.",555.87,"More than 4 hours"
193,"Private Wine Tour Napa or Sonoma from $99 per person up to 7 & Concierge Service",NULL,0,6.0,1,1,"Wine country tours stars in your hotel or residence in Napa,Sonoma or East Bay. San Francisco area and airport pick-ups are extra. Drivers gratuity of 20 % will be charged to the full amount of the excursion. We can help you with your itinerary once you'll book your reservation. All of our drivers are experienced and familiar with the wine country and can make recommendations on the day of the service. Wineries tasting fees are not included.",516.80,"More than 4 hours"
194,"San Francisco: Discover The Must See In A Day",NULL,0,7.0,0,1,"It would be impossible to discover everything that San Francisco has to offer in just one day, but with a local by your side you can certainly try! Discover the city’s highlights and the most famous sights, seeing its iconic landmarks and ticking the top spots off your SF bucket list. Even with only one day to explore, you can visit a few of the top attractions as well as a few secret local spots along the way! So get the best of both worlds as you see SF’s most famous sights like Pier 39, Golden Gate Park and Chinatown as well as hidden gems that are just around the corner that only the locals know about!",245.36,"More than 4 hours"
195,"San Francisco city tour & Muir Woods / Sausalito",NULL,0,8.0,1,1,"San Francisco offers myriad possibilities to explore and you can customize your itinerary on this private half-day tour. Let a personal guide lead you through city highlights such as Ghirardelli Square, Lands End, Golden Gate Park, or Union Square.  Round-trip hotel is provided by private vehicle.",364.05,"More than 4 hours"
196,"See San Francisco With A Local: Private & Personalized",5.0,1,3.0,0,1,"We could tell you how special San Francisco is but it is something you need to experience first hand. Don't let time constraints put you off. Whether you have one or two hours or a full day to spare, one of our local San Francisco hosts will create an itinerary according to your schedule and interests. With dramatic cliff top views (hopefully you’re not afraid of heights) to the food trucks that are part of the city's staple food scene, you’ll get an all- encompassing experience of this city. Within 24 hours after booking you'll receive a short questionnaire about your personality and interests. Based on your responses, you'll be assigned a like-minded host. Your host will communicate with you directly to suggest an itinerary to help you discover what makes the city unique. You will also agree on a meeting time and place. Your itinerary is flexible, so during the experience, you can always change your mind about what you want to do",116.14,"More than 4 hours"
197,"Golden Gate Bridge Bike Rental with Sausalito Ferry Return",NULL,0,10.0,0,1,"Measuring 48 square miles, San Francisco is famous for its scenic beauty, cultural attractions, diverse communities, and world-class cuisine. Dotted with landmarks like the Golden Gate Bridge, cable cars, Fisherman’s Wharf, Alcatraz, Chinatown, Union Square, North Beach, the Castro District and Mission Dolores, the City’s streets have intriguing neighborhoods to explore at every turn. Unlimited Biking will arm you with everything you need for your adventure. The ferry boat ticket is a one-way ticket from Sausalito to San Francisco on the Blue and Gold Ferry. Passengers are allowed to board the ferry with their bike. Unlimited Biking team members will let them know the updated schedule on their arrival, or guests can check for updated schedules on the Blue and Gold ferry website. This ferry ticket is valid for any ferry times.",52.26,"More than 4 hours"
198,"Gold Rush to Golden Gate: Self-Guided Tour of San Francisco",4.8,4,2.0,0,1,"Professional tour guide and city Insider, Brad Prickett, hosts you on a tour of San Francisco. GPS-activated audio plays automatically on your phone as you learn the colorful history and see the top attractions along San Francisco’s waterfront and across the iconic Golden Gate Bridge. Drive the tour at your own pace, using your phone as your guide. Learn the history, hear the stories of San Francisco’s founders, scoundrels and visionaries as you visit.",8.10,"More than 4 hours"
199,"8-Hours Napa Wine Tour from San Francisco to Napa CA , Sedan up to 4 People",NULL,0,8.0,1,1,"We specialize in Napa Valley Wine Country Tours and our knowledgeable staff and professional chauffeurs help make every single trip one you will never forget. With an ability to customize every Napa Valley excursion to your specific liking we can help you formulate an itinerary to your specific taste and desires. If you are not familiar with the Napa Valley Wine Country we can help make your trip memorable by taking into account your tastes, budget and any other preferences you may have. We will make your trip truly yours.",913.50,"More than 4 hours"
200,"Exclusive Napa Valley Wine Tour",5.0,1,6.0,1,0,"Spending extended time in San Francisco? What a better way to spend your day than a romantic, relaxing San Francisco to Napa Valley Wine Tour—without your car! Leave the itinerary and transportation to us. Sit back, relax, and enjoy our 6-hour private wine tasting tours that start in San Francisco and head about an hour north to the vineyard-draped hills of Napa Valley. Take in the beauty of the rolling hills speckled with magnificent oak trees and lush vineyards. We’ll take you from San Francisco to Napa Valley for a full day of wine tasting experiences at some of the best Napa wineries in the world. With several hundred wineries to choose from, you will taste a wide array of wines and experience the unique ambiance of each winery.",528.26,"More than 4 hours"
201,"8-Hours Private Limo(up to 8 pass.) Wine Tour of Napa Valley from San Francisco",5.0,11,8.0,1,1,"Your private limousine and driver will guide you through the wine country and help you discover the many wonders of the valley. You can experience tasting a glass of full-bodied Cab in a cave straight from a barrel or the fun of kicking off your shoes and grape stomping during harvest season. Try food and wine pairings at various wineries or just simply take a romantic private wine tour and relax in the comfort of a private limo.",1286.74,"More than 4 hours"
202,"Full Day - Ultimate City Tour Plus Redwoods & Sausalito Private Tour by Jeep",5.0,8,7.0,0,1,"Muir Woods in the morning and City Tour in the afternoon In the Morning: Start in Fisherman's Wharf then over the Golden Gate Bridge North to the Muir Woods National Monument to see the giant redwoods. Your visit inside the park is self-guided. Your guide will be waiting for you after your park visit. Stop at Muir Beach Overlook to catch a view of the Pacific Ocean. Stop in the bayside town of Sausalito. A quick stop for grab-and-go lunch in Sausalito Stop at Golden Gate Bridge overlook on the way back to san Francisco In the Afternoon: Two to Three-hour San Francisco tours cover many of the major sites: Fisherman's Wharf, Union Square, Presidio, Golden Gate Park, Twin Peaks, Chinatown, Lombard Street (traffic permitting), Coit Tower, and North Beach (“Little Italy”). Our Jeeps fit up to 4 adults and 2 children. The 3rd row seating is perfect for children and teens.",628.84,"More than 4 hours"
203,"Shore Excursion: Coastal Redwoods of Muir Woods National Monument Half-Day Tour",4.4,10,4.5,0,1,"Just minutes from your cruise ship, you can disembark and join us on a variety of departure times for our Muir Woods Tour available at 8:30am and 1:30pm, where you will be quickly whisked away to redwood country here in Northern California. Venture north over the Golden Gate Bridge to an isolated canyon filled with ancient coastal redwood trees, also known as Muir Woods National Monument. Enjoy solitude and peace, through the cool, moist air, as you stroll through 1000-year-old trees towering 260 feet tall.",83.52,"More than 4 hours"
204,"Private Muir Woods and Sausalito Half-Day Tour from San Francisco",NULL,0,6.0,1,1,"Enjoy this private half-day tour to get to know Muir Woods and Sausalito. Pick up will be set from your hotel in San Francisco. Then the tour will begin and your driver will take you towards Muir Woods. Muir Woods will be your first stop. Spend around 2 hours there. Entrance tickets are included to Muir Woods. After Muir Woods, your driver will take you towards Sausalito. Enjoy around 1 hour visit in Sausalito before taking you back toward your hotel in San Francisco. Your private Guide driver is at your disposal during the whole half-day tour and then they will drop you off at your hotel.",1155.88,"More than 4 hours"
205,"Alcatraz and Streets of San Francisco Guided Electric Bike Tour",4.9,9,4.0,0,0,"Enjoy a Two-Day Two-Tour Alcatraz & Electric Bike Tour Package. This tour includes the official trip to Alcatraz island and a professionally guided bike tour. Check these Two Top-Ten visitor experiences OFF your bucket list with this package deal.",177.19,"More than 4 hours"
206,"Amazing Muir Woods and Sausalito Tour",4.7,16,5.0,0,1,"This tour will take you to Muir Woods National Monument and Sausalito in a comfortable 14 passenger Mercedes sprinter van. We provide a boutique, personal experience with knowledgeable local guides in small groups.",76.40,"More than 4 hours"
207,"6-Hours Customized Private NAPA Valley Wine Tour From San Francisco Bay Area",NULL,0,6.0,0,1,"We provide customized and private wine tours to Napa Valley Wine country from San Francisco Bay area. We will begin your day of wine tour and tasting adventure. You can sit back and relax in your private luxury Sedan, SUV, Sprinter, Limo or Charter Bus as you take in the scenic wonders of the wine country, and spend the day tasting wine. Napa Valley It has long been famous for its ability to grow Bordeaux grapes such as Cabernet Sauvignon & Sauvignon Blanc, a home to almost 300 wineries, most of which line Highway 29. -Enter your pickup location; your home, hotel or any location of your choice -Your Winery destination is totally customizable. Choose your winery destinations. NOTE: Wine tasting fees are NOT included. Most wineries require advanced reservations, please make sure to book ahead. We only provide transportation service to the wineries of your choice. Minimum drinking age is 21, wineries will require ID. Credit card is required to reserve. Chauffeur gratuity NOT included.",747.80,"More than 4 hours"
208,"Mix & Save: Muir Woods and Sausalito + Escape From the Rock Cruise",4.4,7,6.5,0,1,"Travel across the Golden Gate Bridge and through the rugged coastal mountains of Marin County. Experience the magnificent views of the San Francisco Bay while crossing the Golden Gate bridge. Muir Woods National Monument, where ancient groves of Giant Redwoods (Sequoia Sempervirens) tower over Redwood Creek. Sausalito, a gorgeous Mediterranean-style village with quaint shop, art galleries, and waterfront restaurants. The Escape from the Rock Cruise (Alcatraz Alternative) will take you close to the infamous prison island that many have tried to escape from. You will circle the island twice, seeing it from all angles as well as the beautiful city skyline. * Please note this tour does NOT land on Alcatraz Island or include the prison interior. * Departure times are seasonal. Please contact us regarding departure times for your specific tour date. * After the Escape from the Rock Cruise, participants will need to make their own way back to their lodging accommodations, or vehicles.",112.23,"More than 4 hours"
209,"Mix & Save: San Francisco Grand City Tour + Escape from the Rock Cruise",4.4,5,5.5,0,1,"Travel across the Golden Gate Bridge and through the rugged coastal mountains of Marin County. Experience the magnificent views of the San Francisco Bay while crossing the Golden Gate bridge. Muir Woods National Monument, where ancient groves of Giant Redwoods (Sequoia Sempervirens) tower over Redwood Creek. Sausalito, a gorgeous Mediterranean-style village with quaint shop, art galleries, and waterfront restaurants. The Escape from the Rock Cruise (Alcatraz Alternative) will take you close to the infamous prison island that many have tried to escape from. You will circle the island twice, seeing it from all angles as well as the beautiful city skyline. * Please note this tour does NOT land on Alcatraz Island or include the prison interior. * Departure times are seasonal. Please contact us regarding departure times for your specific tour date. * After the Escape from the Rock Cruise, participants will need to make their own way back to their lodging accommodations, or vehicles.",86.13,"More than 4 hours"
210,"Custom Private Russian River Wine Tour from San Francisco",5.0,1,8.0,1,1,"This wine tour will take you to the best wineries in The Russian River, including areas such as Healdsburg and Geyserville. Our years of experience in quality private wine touring has allowed us to share the best kept secrets in value for those visiting the Northern California's wine country. It is in our best interest to make sure you experience a premium 8 hour wine tour at an incredible value and service for your group. Guests have the option of adding and customizing the list of wineries to visit as well. - ALL TRAVELERS MUST CALL/EMAIL US TO BEGIN THE CUSTOMIZATION. WINERIES REQUIRE ADVANCE RESERVATIONS - NO EXCEPTIONS. - On this wine tour, you can expect: • Exceptional service from our chauffeurs • Extra large SUV transport - ALL TRAVEL AGENTS MUST DISCLOSE OUR TERMS & CONDITIONS TO THE CLIENTS. TRAVEL AGENT MUST PROVIDE CLIENT'S DIRECT PHONE NUMBER .",622.05,"More than 4 hours"
211,"SUV Tour To Silicon Valley Including Stanford Walking Tour",5.0,3,7.0,1,1,"You’ll learn the history of San Francisco Bay Area and the World’s First Technopark. We will bring you there in our comfortable limo. Visit the campuses of Oracle, Facebook, Google, and Apple, major IT companies located in Silicon Valley. Take pictures with Larry Ellison’s yacht, Facebook’s sign, Android and Google sign Pass by the house of Steve Jobs and stop by the garage of HP, the birthplace of the world’s most famous IT region Have lunch in one of many restaurants on University Avenue in Palo Alto Take two hours walking tour of Stanford University including Rodin Museum, Engineering department, Main quad, Church of all religions, souvenirs and books store, Hoover Tower, Athletic Facilities Buy souvenirs and Apple products in their Visitors center located across the street from Apple Headquarters in Cupertino.",892.38,"More than 4 hours"
212,"Private Sonoma Coast Cheese, Honey, Oysters and Wine Tour",5.0,2,8.0,1,1,"Guests will enjoy  agro & viticultural variety of SF Bay. Journey along the Marin Cheese Trail. Visit Marin French Cheese Creamery.  Visit Heidrun Meadery, learn how bees make honey and how champanized mead is made (add $15 per person, closed Tue). Venture to HW1 & enjoy fresh out of water oysters from famous Marshall Oyster Store, served with clam chowder, smoked salmon, and . It's one of the 30 best seafood restaurants in the country. (add about $30 ).  Next stop is Wild Flour Bakery. Breads and pies from wood fired brick oven (Fri-Mon).  After lunch, we will visit one or two wineries in the Russian River region.",NULL,"More than 4 hours"
213,"San Francisco Private Car Tour: Instagram's Most Famous Spots",5.0,2,8.0,1,1,"If you are looking for some culture, delicious food and a ton of great photos, then this is the tour for you! The morning will start with a private pickup from your hotel by one of our friendly, local guides. From there your tour will begin as you start your drive in one of our comfortable and spacious vehicles. This full-day tour will be fully packed with famous landmarks, vintage architecture, secretly located spots and much much more! ==== Full schedule 10:00 AM – Pick up from Hotel 10:30 AM – Check out the legendary Painted Ladies 11:00 AM – Explore Union Square 11:45 AM – Catch of view of Alcatraz from Pier 39 12:00 PM – Walk around Fisherman’s Wharf 12:30 PM – Lunch time 1:00 PM – Explore Ghirardelli Square 2:00 PM – Awe at the view from the Golden Gate Bridge 2:40 PM – Stop by Golden Gate Park 3:10 PM – Get a picture at one of SF’s Hidden Gems (16th Avenue Tiled Steps) 3:30 PM – Overlook the whole city at Twin Peaks Viewpoint 3:45 PM – Return to hotel 4:00 PM – Arrive at hotel",614.22,"More than 4 hours"
214,"Private Tour to Silicon Valley",3.3,3,8.0,1,1,"You will learn about the history of San Francisco and Bay Area as well as why Silicon Valley is here and how it started. We will pick you from your hotel or residence and take you down to the Silicon Valley. You will see the Oracle campus, the Emerald City and the Trimaran of Larry Ellison. You will see both Facebook campuses, the home of Steve Jobs, the garage where Hewlett and Packard started Silicon Valley. You will walk with our guide exploring the highlights of Stanford’s beautiful campus. 2 hours walking tour. You will visit the Google Campus. You will visit the new Apple Park Visitor Center.",834.36,"More than 4 hours"
215,"Yosemite Day Tour",4.5,2,12.0,1,0,"Passengers will be privately driven in a luxury Tesla Model X! The driver will be "As Directed" the entire trip. So any stops for picture taking, snacks, restroom breaks, etc. will be okay. Passengers will not have the "Being Rushed" feeling compared to going on bus tours!",1583.39,"More than 4 hours"
216,"Napa and Sonoma VIP Private Tour",NULL,0,8.0,1,0,"Join us on a fun and relaxing Napa/Sonoma Valley VIP Private Wine Tour on luxury GMC Denali SUV  with knowledgeable chauffeur/guide . During our  tour from San Francisco, you will visit renowned Napa Valley and Sonoma Wineries for tasting, learn about wine making techniques, and shop for wines and souvenirs in local shops. Taste the finest wines of Napa and Sonoma Valley, have lunch and shop in Yountville or Sonoma Square Plaza, and enjoy the picturesque drive over the Golden Gate Bridge through fantastic Napa and Sonoma Wine Country on our wine country tour.What make my tours unique is that i am not just drive You around like most of other drivers.I am a tour guide performed over 1000 tours in Napa and Sonoma and i have a knowledge about winemaking techniques.And what we call Wine 101 How wine goes from the scratch to Your glass.After my tour You and Your guests all will be WINE AFiCIONADO.See You on my tours.And lets taste our wines.Cheers!",1161.45,"More than 4 hours"
217,"Golden Gate Bridge, Fisherman's Wharf 1-Day in San Francisco",4.8,5,8.0,0,1,"Visit the Golden Gate Bridge! Explore San Francisco and all it has to offer! Take a look at Lombard Street and Civic Center. Visit San Francisco’s Chinatown, the largest in all of North America. Itinerary: Golden Gate Bridge (45 mins) → Palace of Fine Art (30 mins) → Lombard Street (45 mins) → Fisherman's Wharf (2.5 hours, optional for Bay Cruise) → San Francisco In-depth Tour San Francisco In-depth Tour detail: Cathedral of Saint Mary of the Assumption (30 mins) → Civic Center (40 mins) → Twin Peaks (25 mins) → Treasure Island (pass by)",121.47,"More than 4 hours"
218,"Alcatraz and Sausalito California Wine Tasting Experience",3.9,12,4.0,0,0,"Combine an inescapable Alcatraz Island tour with an unforgettable wine tasting experience in Sausalito to make this the perfect day in the Bay. Enjoy the views of San Francisco from the other side of the Bay! Guests will enjoy an assigned timed boat and admission to Alcatraz Island with entry into the main cellhouse and other areas. Audio tour is included. The timing of both activities is assigned by Viator. Guests will then be treated to a unique wine-tastic Sausalito excursion. Enjoy the full experience of local California Wine Tasting without the drive to Napa Valley. Our local vendor will treat you to a flight of wine samples while demonstrating their knowledge of their craft. Additional time in Sausalito is scheduled to sight see and shop before returning to Pier 41 Fisherman's Wharf. Round Trip Transportation to Sausalito will be provided from Pier 41 Fisherman's Wharf by ferry service or by van; or a combination of both. Guests under 21 years are not permitted.",125.27,"More than 4 hours"
219,"Alcatraz Day Tour and 1-Day City Bus Tour in San Francisco",5.0,1,3.0,0,1,"These two high quality tours can be done in the same day - or over more than one day. First, choose a date from the schedule for the Alcatraz prison tour, complete with headset audio (available in Dutch, English, French, German, Italian, Japanese, Korean, Mandarin, Portuguese, Russian and Spanish). Either before or after Alcatraz, you can enjoy seeing the city – from the high vantage of the open top vehicle, or sheltered on the street level deck of the bus. Considering how often Alcatraz sells out at the Pier 33 Box Office, this package is often a fantastic way to get a ticket to Alcatraz and take in several other great city attractions.",136.06,"More than 4 hours"
220,"San Francisco Super Saver: Grand City Tour plus Muir Woods & Sausalito Day Trip",4.0,288,9.0,0,1,"Treat yourself to a deluxe combination tour containing all of the best that San Francisco has to offer: City Tour, the giant redwoods of Muir Woods and cosmopolitan Sausalito! Featuring three of the major attractions in one tour, this excursion is a must for visitors to the San Francisco Bay Area.",NULL,"More than 4 hours"
221,"San Francisco Guided City Tour",4.0,24,4.0,0,1,"Do more, see more on this San Francisco city tour. Your local insider guide takes you to attractions like the Presidio, Haight-Ashbury, Chinatown, and Coit Tower. Stop and explore the Palace of Fine Arts, Golden Gate Bridge, Land’s End and Golden Gate Park",57.63,"More than 4 hours"
222,"SF City, Muir Woods and Sausalito Tour with Optional Alcatraz",5.0,2,9.0,0,1,"Experience an epic adventure through San Francisco's iconic landmarks, including the Golden Gate Bridge, Fisherman's Wharf and Chinatown, while your guide shares stories about the city's rich history and culture. Afterward, Prepare to be awestruck by the majestic Muir Woods National Monument. Stroll among towering redwoods for over an hour, discovering the beauty of Northern California. Next, we'll take you to the picturesque coastal town of Sausalito for a leisurely lunch break, while taking in views of the scenic San Francisco Bay. If you choose the option including Alcatraz, you will depart on a ferry to Alcatraz with plenty of time to explore the island, which was once home to Alcatraz Prison and offers incredible views of the city. This tour is perfect for families, couples, and solo travelers seeking an incredible day packed with adventure, history, and natural beauty. Don't miss out on this epic journey through the most-loved destinations in the San Francisco Bay Area.",104.75,"More than 4 hours"
223,"Local Flavors: An Insider's Tour of San Francisco's Hidden Gems",5.0,10,4.0,0,1,"Experience the best of San Francisco as we journey through the city in a small bus, showcasing the most exciting history and current affairs that ignite people's imaginations. You'll get an insider's perspective on all the must-see landmarks and hidden gems, as well as excellent recommendations for restaurants, cocktails, arts, and entertainment. Trust us to give you the confidence and knowledge to explore the city like a true native. Don't miss this opportunity to discover what makes SF truly unique! - Transportation provided in a spacious mini-bus - 7+ Stops in the best neighborhoods and views as we drive through the city. - Complimentary coffee at one of the best cafes in SF - A expertly crafted narrative of past and present from a passionate native - Lunch stop in scenic Sausalito, CA. A lovely town across the Golden Gate Bridge",84.98,"More than 4 hours"
224,"Redwood Forest, Santa Cruz Harbor 1-Day Trip from San Francisco",3.4,8,8.0,0,1,"Visit the Redwood Forest Steam Train with a ticket included. Travel over to the Santa Cruz Harbor! Explore the beauty of the Capitola Beach. Experience an unforgettable day with unlimited memories! Itinerary: San Francisco → Redwood Forest Steam Train (ticket included, 45 mins) → Santa Cruz Harbor (60 mins) → American Abalone Farms (60 mins) → Capitola Beach (60 mins) → San Francisco",142.92,"More than 4 hours"
225,"Private Tours of San Francisco with a Local Guide: 100% Personalized",5.0,2,8.0,0,1,"You’ll join our local San Francisco host for an authentic experience of their home-city. Picture a sunset overlooking the Golden Gate Bridge, eating your way around Chinatown or a casual walk on Fisherman’s Wharf with a fresh snack from a food truck in hand. From Pier 39 to the secret side streets known only by locals - the day is yours to make! Within 24 hours after booking you'll receive a short questionnaire about your personality and interests. Based on your responses, you'll be assigned a like-minded host. Your host will communicate with you directly to suggest an itinerary to help you discover what makes the city unique. You will also agree on a meeting time and place. Your itinerary is flexible, so during the experience, you can always change your mind about what you want to do.",242.10,"More than 4 hours"
226,"The Ultimate Napa and Sonoma Wine Tour",4.9,60,9.0,0,1,"Savor the best of Northern California Wine Country. You’ll delight in sampling wines and gastronomic delights on this full-day tour of Napa and Sonoma. You’ll stop for photos of the iconic Golden Gate Bridge, enjoy breakfast at Oxbow Public Market, enjoy wine tastings in both Napa and Sonoma, where you'll take in the delightful notes of each region, and have free time to explore historic Sonoma Square. You’ll have ample time to enjoy as you wish in Sonoma Square. You can choose from countless options for a unique lunchtime experience, such as a self-guided food tour sampling the many cuisines, picking up a bottle of wine for a picnic style lunch, enjoying a sit-down meal at a Michelin star restaurant, or the option to add-on another wine tasting at one of the many charming tasting rooms in downtown Sonoma.",108.03,"More than 4 hours"
227,"Make the Most of SF in One Day: Small Group Walking Tour w Cable Car Option",4.8,40,5.5,0,1,"Get an insider’s view of San Francisco's eclectic downtown neighborhoods! Explore some of the unique and amazing parts of the city with us: Fisherman's Wharf, North Beach, Chinatown, the Financial District, Ferry Building and Union Square are all on the itinerary! During this 5 plus hour guided tour you'll visit iconic landmarks and hear incredible stories with one of our highly rated guides, all while taking in amazing views. Experience the sights, sounds and flavors of San Francisco the way a local would: by foot, muni and cable car! (NOTE: Cable Car is extra cost!)",77.43,"More than 4 hours"
228,"Alcatraz and Golden Gate Bridge to Sausalito Guided Bike Tour",4.4,78,3.0,0,0,"Enjoy a two-day, two-tour Alcatraz & Bike Tour Package. This tour includes the official trip to Alcatraz island and a professionally guided bike tour on a city bicycle. Check these two top ten visitor experiences off your bucket list with this package deal.",145.34,"More than 4 hours"
229,"Combo Small-Group Tour: SF City plus Muir Woods & Sausalito",4.4,70,8.0,1,1,"This combo tour consists of 2 parts: A tour to Muir Woods and Sausalito and San Francisco City tour. Two different tours are run by either one or two different drivers and usually, there is a 30-minute break between them. It can start with either Woods or the city depending on the number of bookings. On the way to the Woods, you will cross the Golden Gate bridge and make a short stop to take pictures of the bridge, the bay, and downtown San Francisco. Then we will drive you to the Muir Woods where you will spend 1hr 20 minutes walking and seeing the tallest trees in the world. Then we will take you to Sausalito where you will spend 1 hour strolling the waterfront, visiting art galleries and souvenir shops, or having lunch. We will take you back to the city and you will enjoy the city tour that lasts about 3.5 to 4 hours. You will see all the major attractions of this World Class city with one of our experienced tour guides. He will make 4-5 stops to take pictures.",103.70,"More than 4 hours"
230,"Monterey, Carmel and Pacific Coast Explorer from San Francisco",4.1,55,11.0,0,1,"This tour traverses the breathtaking scenery on the famous Pacific Coast Highway. Upon arriving in historic Monterey, you will have time to explore the fascinating sea creatures at the Monterey Bay Aquarium (entrance not included) and stroll among the shops on Cannery Row. The tour will follow the coast through the beautiful little town of Pacific Grove on the way to the 17 Mile Drive. The drive finishes up at the enchanted town of Carmel-by-the-Sea where you’ll can explore the boutique shops on Ocean Avenue or be dazzled by the white sandy beach. When there is interest, we will also visit the historic Carmel Mission.",103.53,"More than 4 hours"
231,"Golden Gate Bridge to Sausalito Bike Rental",4.3,6,2.0,0,1,"Fall in love with all that San Francisco has to offer as you bike around and explore the area at your own pace. Pick up your bike at a convenient location, right on Ghirardelli Square and spend time discovering all that this city has to offer. Choose hourly or all day bike rental option that comes with helmets, baskets, locks and maps. Bike rentals regularly selling out weeks in advance during the peak season, so book ahead of time to avoid disappointment!",16.38,"More than 4 hours"
232,"Muir Woods Expedition Tour of Coastal Redwoods",4.1,73,4.0,0,1,"This relaxed-paced tour spends the most time, up to 1 ¾ hours, in Muir Woods exploring the enchanted grove of Coastal Sequoias. This is the only Muir Woods tour from San Francisco that includes a complimentary hotel pickup, a Golden Gate Bridge photo stop and over an hour in Sausalito to shop and lunch. You’ll also enjoy down-time in seaside community of Sausalito and the perfect Golden Gate Bridge selfie. Make it a perfect day and take the ferry back to San Francisco.",77.43,"More than 4 hours"
233,"Shore Excursion: Coastal Redwoods and San Francisco Hop-On Hop-Off Tour",4.3,3,7.0,0,1,"Disembark from your cruise ship and get ready for a thrilling, 6-hour shore excursion of the San Francisco Bay Area. After climbing aboard an air-conditioned coach, you’ll be driven across the Golden Gate Bridge and ferried to Muir Woods National Monument, located just up the coast from the city and home to towering, 1,000-year-old redwood trees. Next, head to the charming town of Sausalito before returning to San Francisco, where you can explore the city at your leisure via a comprehensive hop-on hop-off bus tour.",121.79,"More than 4 hours"
234,"Giant Redwoods Tour Including a 5-Course Winery Lunch",5.0,41,24.0,1,1,"The day begins at the magnificent Armstrong Redwoods State Natural Reserve with a walk among trees that soar 300 feet in the sky. This is an unparalleled chance to experience trees that have been around for 1500 years. We purposefully choose NOT to go to the more known Muir Woods, which is overrun with crowds and prevents our guests from fully enjoying the majesty of the Redwoods. Instead, we go to Armstrong Woods, which has older and taller trees, and far less crowds. We then move on to Kendall-Jackson winery and culinary garden where the farm-to-table culinary movement is in full bloom as we tour through the gardens that are the source of vegetables for California’s most prestigious restaurants. Once we’ve seen the incredible offering of the culinary garden, Kendall Jackson’s award-winning chefs will prepare a five-course lunch paired with some of the winery's finest offerings. The menu changes with the seasons depending on the freshest offerings from the garden.",211.72,"More than 4 hours"
235,"Highway 1 Self-Driving Audio Tour (Pacific Coast Highway)",3.6,18,10.0,0,1,"Recommended: Purchase one tour per car, not per person. Everyone listens together! Welcome to the GPS-enabled driving tour of California’s famous Highway 1, the Pacific Coast Highway! This self-guided audio tour stretches between San Francisco and Los Angeles, one of the most beautiful coastlines in the world! This self-guided audio tour allows you to explore Highway 1 with maximum flexibility and value. After booking, you can check your email before downloading the Tour Guide App by Action, enter your unique password, and access your tour. The preceding steps require good internet/wifi access. Simply follow the audio instructions and the route from there. This is not an entrance ticket. Check opening hours before your visit. New, extra validity — now, it’s yours for an entire year! Use multiple times over multiple trips!",20.87,"More than 4 hours"
